id,date,weight,primary,comments
34109,8/19/2017,160.4,TRUE,
34111,8/20/2017,161.8,TRUE,
34139,8/21/2017,160.8,TRUE,
34145,8/22/2017,160,TRUE,
34176,8/23/2017,159.6,TRUE,
34191,8/24/2017,160.4,TRUE,
34220,8/25/2017,161.4,TRUE,
34236,8/26/2017,161.8,TRUE,
34241,8/27/2017,163.8,TRUE,
34265,8/28/2017,160.6,TRUE,
34270,8/29/2017,159.8,TRUE,
34288,8/30/2017,160.8,TRUE,
34308,8/31/2017,161.4,TRUE,
34337,9/1/2017,160,TRUE,
34351,9/2/2017,159.4,TRUE,
34380,9/3/2017,160.4,TRUE,
34397,9/4/2017,158.6,TRUE,
34417,9/5/2017,159.8,TRUE,
34428,9/6/2017,160.4,TRUE,
34456,9/7/2017,161.4,TRUE,
34485,9/10/2017,162,TRUE,
34504,9/12/2017,159.8,TRUE,
34535,9/13/2017,159.6,TRUE,
34566,9/14/2017,158,TRUE,
34580,9/15/2017,159.6,TRUE,
34597,9/16/2017,158.8,TRUE,
34615,9/17/2017,159.8,TRUE,
34634,9/18/2017,161.6,TRUE,
34650,9/20/2017,163.6,TRUE,
34678,9/21/2017,162.6,TRUE,
34698,9/22/2017,162.2,TRUE,
34711,9/23/2017,161.6,TRUE,
34726,9/23/2017,157,TRUE,
34737,9/24/2017,162.4,TRUE,
34752,9/24/2017,166.6,TRUE,
34771,9/25/2017,162.4,TRUE,
34793,9/28/2017,162.6,TRUE,
34806,9/30/2017,161.8,TRUE,
34812,10/1/2017,164,TRUE,
34833,10/2/2017,160,TRUE,
34857,10/3/2017,161.6,TRUE,
34858,10/6/2017,159.8,TRUE,
34888,10/9/2017,162.4,TRUE,
34903,10/10/2017,162.8,TRUE,
34917,10/11/2017,163.8,TRUE,
34929,10/12/2017,163.4,TRUE,
34944,10/13/2017,163.6,TRUE,
34954,10/14/2017,162,TRUE,
34980,10/15/2017,160.2,TRUE,
35000,10/17/2017,163,TRUE,
35022,10/18/2017,162.4,TRUE,
35037,10/19/2017,162.4,TRUE,
35065,10/20/2017,160.9,TRUE,
35077,10/21/2017,161.6,TRUE,
35087,10/22/2017,163.6,TRUE,
35090,10/23/2017,161.6,TRUE,
35093,10/24/2017,162.2,TRUE,
35099,10/25/2017,160.8,TRUE,
35108,10/26/2017,161,TRUE,
35136,10/27/2017,161.4,TRUE,
35160,10/28/2017,162.2,TRUE,
35166,10/30/2017,160.6,TRUE,
35176,10/31/2017,160.6,TRUE,
35204,11/1/2017,163,TRUE,
35234,11/2/2017,163,TRUE,
35263,11/3/2017,164,TRUE,
35292,11/4/2017,162.6,TRUE,
35296,11/6/2017,162,TRUE,
35308,11/7/2017,164.6,TRUE,
35335,11/8/2017,165,TRUE,
35366,11/9/2017,164.2,TRUE,
35381,11/11/2017,163,TRUE,
35391,11/12/2017,163,TRUE,
35410,11/20/2017,160.2,TRUE,
35432,11/21/2017,163.4,TRUE,
35460,11/22/2017,164,TRUE,
35465,11/24/2017,162.2,TRUE,
35482,11/26/2017,164.2,TRUE,
35501,12/7/2017,164.8,TRUE,
35524,12/8/2017,164.6,TRUE,
35531,12/9/2017,164.4,TRUE,
35556,12/10/2017,164.2,TRUE,
35573,12/11/2017,164.4,TRUE,
35597,12/12/2017,165.2,TRUE,
35606,12/14/2017,165.6,TRUE,
35609,12/15/2017,164,TRUE,
35613,12/16/2017,164.2,TRUE,
35636,12/22/2017,165,TRUE,
35644,12/23/2017,165.2,TRUE,
35666,12/25/2017,165,TRUE,
35682,12/26/2017,164.6,TRUE,
35694,12/30/2017,163.2,TRUE,
35700,12/31/2017,163.6,TRUE,
35716,1/1/2018,165.6,TRUE,
